MaritalStatus,Gender,YearlyIncome,TotalChildren,NumberChildrenAtHome,Education,Occupation,HomeOwnerFlag,NumberCarsOwned,Age,BikeBuyer
M,M,54441,2,0,Bachelors,Skilled Manual,1,0,60,1
S,M,28711,0,0,Partial College,Manual,0,0,49,1
S,F,129067,0,0,Graduate Degree,Professional,0,3,32,1
M,M,105772,2,1,Bachelors,Management,1,1,68,1
S,M,83057,1,0,Partial College,Clerical,1,1,63,1
M,M,56598,2,1,High School,Skilled Manual,1,1,39,1
M,F,33503,2,1,Bachelors,Manual,0,1,38,1
M,M,135358,0,0,Graduate Degree,Professional,1,2,42,1
S,F,110952,0,0,Bachelors,Management,0,2,36,1
S,M,136281,0,0,Graduate Degree,Professional,1,3,36,1
S,F,134033,1,0,Graduate Degree,Professional,1,0,69,1
M,M,129502,2,1,Graduate Degree,Professional,1,1,66,1
S,M,58387,0,0,High School,Skilled Manual,0,0,32,1
S,F,102948,0,0,Bachelors,Management,1,3,41,1
M,M,131323,0,0,Bachelors,Professional,1,2,37,1
M,F,77470,2,0,Bachelors,Clerical,1,2,69,1
M,F,129777,0,0,Graduate Degree,Professional,1,2,33,1
S,F,33196,0,0,Partial High School,Manual,0,1,51,1
M,F,110863,2,1,Partial College,Management,1,2,49,1
M,F,130832,2,1,Bachelors,Professional,1,2,39,1
M,M,30556,2,1,Bachelors,Manual,0,1,36,1
M,F,108692,0,0,Bachelors,Management,1,3,37,1
M,F,54780,2,2,Graduate Degree,Skilled Manual,1,2,68,1
M,F,57568,3,0,Bachelors,Skilled Manual,1,1,67,1
M,M,53935,2,1,Partial College,Skilled Manual,1,1,43,1
S,M,130831,0,0,Graduate Degree,Professional,1,2,46,1
S,F,83616,0,0,Bachelors,Clerical,0,0,41,1
M,F,86932,2,2,Partial College,Clerical,1,3,55,1
S,F,58625,0,0,Partial College,Skilled Manual,0,1,31,1
S,M,61912,0,0,Partial College,Skilled Manual,0,0,31,1
S,F,56625,0,0,High School,Skilled Manual,0,1,44,1
M,M,61679,2,0,Partial College,Skilled Manual,1,2,41,1
S,F,31747,0,0,Partial College,Manual,0,0,38,1
M,F,57426,2,0,Partial College,Skilled Manual,1,0,47,1
M,M,80987,2,1,Partial College,Clerical,1,1,41,1
S,F,129957,0,0,Graduate Degree,Professional,1,0,33,1
S,M,77879,1,0,Bachelors,Clerical,1,2,63,1
M,M,57127,2,1,Partial College,Skilled Manual,1,2,49,1
M,F,137656,2,1,Bachelors,Professional,1,1,60,1
S,M,60980,0,0,Bachelors,Skilled Manual,0,1,37,1
S,F,77129,0,0,Partial College,Clerical,0,0,38,1
M,M,28823,2,0,Partial College,Manual,1,1,44,1
M,M,61604,2,1,Partial College,Skilled Manual,1,1,62,1
M,M,128522,2,1,Bachelors,Professional,1,3,57,1
S,M,81712,0,0,Bachelors,Clerical,0,2,42,1
S,M,61014,1,0,Graduate Degree,Skilled Manual,1,1,64,1
M,M,54006,1,1,High School,Skilled Manual,1,1,51,1
M,F,55564,2,1,High School,Skilled Manual,0,2,34,1
M,F,61859,2,1,Bachelors,Skilled Manual,1,0,46,1
M,M,54863,1,1,Partial High School,Skilled Manual,0,1,34,1
M,M,86170,2,0,Bachelors,Clerical,1,1,46,1
M,M,137384,2,0,Graduate Degree,Professional,1,2,43,1
M,M,84889,1,1,Bachelors,Clerical,1,1,37,1
M,F,57287,2,1,Bachelors,Skilled Manual,1,0,51,1
S,M,84251,0,0,Partial College,Clerical,0,1,30,1
S,M,62358,0,0,Partial College,Skilled Manual,0,2,27,1
M,F,76478,0,0,High School,Clerical,0,2,30,1
M,F,107557,3,3,Graduate Degree,Management,1,2,60,1
S,M,58563,0,0,Graduate Degree,Skilled Manual,0,2,46,1
S,F,54102,0,0,Bachelors,Skilled Manual,0,0,38,1
M,F,51078,0,0,Bachelors,Skilled Manual,0,0,32,1
M,M,34597,0,0,Partial High School,Manual,0,1,31,1
S,F,108617,0,0,Graduate Degree,Management,0,3,32,1
M,M,33567,2,0,Partial College,Manual,1,0,43,1
S,M,52678,0,0,Bachelors,Skilled Manual,0,1,45,1
M,M,112763,0,0,Bachelors,Management,1,2,41,1
S,F,77225,0,0,Graduate Degree,Clerical,0,0,37,1
M,M,33801,2,1,Graduate Degree,Manual,0,0,34,1
M,M,106603,2,2,Bachelors,Management,1,2,40,1
M,F,55675,2,2,High School,Skilled Manual,1,1,57,1
S,F,56549,0,0,Partial College,Skilled Manual,0,1,25,1
M,F,132332,2,1,Bachelors,Professional,1,3,46,1
M,M,53591,2,1,Partial College,Skilled Manual,1,2,44,1
M,M,31874,2,2,Partial College,Manual,1,0,43,1
M,F,110250,2,1,Partial College,Management,1,0,49,1
M,F,51658,2,1,High School,Skilled Manual,1,1,48,1
S,F,106971,0,0,Partial College,Management,0,1,30,1
M,M,107401,2,0,Bachelors,Management,1,2,61,1
M,M,110947,1,1,Bachelors,Management,1,1,42,1
S,F,33284,0,0,Graduate Degree,Manual,0,0,38,1
M,M,113492,0,0,Bachelors,Management,1,2,41,1
M,F,58864,2,1,Bachelors,Skilled Manual,1,2,51,1
S,M,26174,0,0,Bachelors,Manual,0,1,28,1
S,F,85412,0,0,Partial College,Clerical,0,0,34,1
M,F,56291,2,0,Graduate Degree,Skilled Manual,1,2,69,1
S,F,56706,0,0,Partial College,Skilled Manual,0,1,32,1
S,M,78939,0,0,Bachelors,Clerical,0,1,36,1
M,F,81676,1,1,Bachelors,Clerical,1,3,37,1
S,F,51476,1,0,Partial College,Skilled Manual,1,1,66,1
M,F,132266,0,0,Bachelors,Professional,1,2,46,1
M,M,27102,2,2,Partial High School,Manual,1,1,86,1
S,M,57288,0,0,Partial High School,Skilled Manual,0,1,33,1
M,F,128863,2,0,Bachelors,Professional,1,3,41,1
M,F,51596,0,0,Partial College,Skilled Manual,0,2,26,1
S,M,86529,0,0,Partial College,Clerical,0,1,42,1
M,M,107950,3,0,Graduate Degree,Management,1,3,66,1
S,F,102428,0,0,Bachelors,Management,1,2,41,1
M,F,56269,2,0,Partial College,Skilled Manual,1,2,53,1
S,M,111462,1,0,Bachelors,Management,1,2,61,1
M,M,78476,2,1,Graduate Degree,Clerical,1,1,38,1
S,M,60464,0,0,Partial High School,Skilled Manual,0,1,25,1
S,F,109392,0,0,Partial College,Management,1,2,49,1
M,M,29899,0,0,Partial College,Manual,0,0,26,1
M,M,29966,2,1,Graduate Degree,Manual,0,0,35,1
S,M,84208,0,0,Bachelors,Clerical,0,0,29,1
M,F,79269,2,1,High School,Clerical,1,1,61,1
M,M,56774,1,1,High School,Skilled Manual,1,2,56,1
S,F,57405,0,0,Partial College,Skilled Manual,0,1,42,1
M,M,80307,0,0,Partial College,Clerical,0,2,25,1
M,M,61019,2,1,Bachelors,Skilled Manual,1,1,62,1
M,M,54503,2,0,Partial College,Skilled Manual,1,0,55,1
M,F,26302,2,0,High School,Manual,1,1,50,1
S,F,53315,0,0,High School,Skilled Manual,0,1,30,1
M,F,130224,2,1,Bachelors,Professional,1,1,46,1
M,F,62035,3,0,Partial College,Skilled Manual,1,1,61,1
M,F,54033,2,1,Bachelors,Skilled Manual,1,1,46,1
M,F,51944,0,0,Graduate Degree,Skilled Manual,0,2,32,1
M,F,78663,1,0,Partial College,Clerical,1,2,37,1
S,M,32846,0,0,Partial College,Manual,1,0,55,1
M,F,60696,3,3,Partial College,Skilled Manual,1,1,59,1
M,M,56474,2,2,High School,Skilled Manual,1,1,49,1
S,M,26983,0,0,Partial College,Manual,1,1,53,1
M,M,112791,2,1,Bachelors,Management,1,1,41,1
S,M,59539,0,0,High School,Skilled Manual,0,1,33,1
S,F,136177,0,0,Graduate Degree,Professional,1,3,38,1
S,M,108032,0,0,Bachelors,Management,0,0,29,1
M,F,53833,1,1,Graduate Degree,Skilled Manual,1,1,46,1
M,M,83874,0,0,Partial College,Clerical,0,0,24,1
S,M,31385,0,0,Partial College,Manual,0,1,49,1
S,M,52464,0,0,Bachelors,Skilled Manual,0,1,37,1
M,M,28585,2,0,Partial College,Manual,1,1,50,1
S,F,60493,0,0,High School,Skilled Manual,0,1,32,1
M,M,133741,2,2,Bachelors,Professional,1,3,36,1
S,M,132026,1,0,Bachelors,Professional,1,2,61,1
M,M,79680,2,0,Graduate Degree,Clerical,1,1,35,1
S,M,54338,1,0,High School,Skilled Manual,1,0,58,1
S,M,56181,0,0,High School,Skilled Manual,0,0,29,1
S,M,61482,0,0,High School,Skilled Manual,0,2,40,1
S,F,133411,0,0,Graduate Degree,Professional,1,2,39,1
S,F,58012,0,0,Partial College,Skilled Manual,0,1,34,1
M,F,52688,2,1,Bachelors,Skilled Manual,1,0,65,1
S,M,53412,0,0,Partial College,Skilled Manual,0,2,39,1
M,F,54061,2,0,Partial College,Skilled Manual,1,1,51,1
S,F,59401,0,0,Partial College,Skilled Manual,0,0,28,1
M,M,132168,0,0,Bachelors,Professional,1,2,27,1
S,F,57305,0,0,Partial High School,Skilled Manual,0,2,39,1
S,F,60641,0,0,Bachelors,Skilled Manual,0,2,36,1
M,M,29573,2,0,Bachelors,Manual,1,1,50,1
M,M,112889,2,1,Graduate Degree,Management,1,1,63,1
S,F,105158,0,0,Bachelors,Management,1,2,52,1
M,F,81830,2,0,Partial College,Clerical,1,1,51,1
M,M,28435,2,0,Partial College,Manual,1,1,61,1
M,F,36044,1,0,Partial College,Manual,1,1,49,1
M,F,61226,2,1,Partial College,Skilled Manual,1,2,43,1
M,M,56606,2,1,Partial College,Skilled Manual,1,2,45,1
S,M,84515,0,0,Bachelors,Clerical,0,1,27,1
M,M,60155,2,1,High School,Skilled Manual,1,2,48,1
S,M,60144,0,0,Graduate Degree,Skilled Manual,0,1,39,1
M,M,129708,1,0,Graduate Degree,Professional,1,1,39,1
M,M,29213,2,0,Partial College,Manual,1,0,54,1
M,F,30642,1,0,Partial College,Manual,1,0,49,1
S,F,33408,0,0,Bachelors,Manual,0,1,36,1
M,M,103911,0,0,Bachelors,Management,1,2,41,1
S,M,78657,0,0,Partial College,Clerical,0,2,34,1
M,F,54237,2,1,High School,Skilled Manual,1,1,55,1
S,M,52189,0,0,Partial High School,Skilled Manual,0,0,25,1
M,F,78935,1,1,Graduate Degree,Clerical,1,2,34,1
M,F,110910,2,1,Partial College,Management,1,3,50,1
S,M,138715,0,0,Graduate Degree,Professional,1,2,36,1
S,F,104329,0,0,Partial College,Management,0,3,31,1
M,M,78817,1,1,Bachelors,Clerical,1,3,42,1
M,F,84375,2,1,Partial College,Clerical,1,2,41,1
M,M,130122,0,0,Graduate Degree,Professional,1,2,46,1
S,F,28299,0,0,High School,Manual,0,1,49,1
M,M,56759,0,0,High School,Skilled Manual,0,1,26,1
S,M,131550,0,0,Bachelors,Professional,1,2,40,1
S,F,54665,1,1,Bachelors,Skilled Manual,1,0,68,1
S,M,52997,0,0,High School,Skilled Manual,1,0,50,1
M,F,77014,2,1,Partial College,Clerical,1,0,41,1
S,M,78223,0,0,Partial College,Clerical,0,2,29,1
S,M,82847,0,0,Partial College,Clerical,0,2,30,1
S,M,105463,0,0,Graduate Degree,Management,1,0,41,1
M,F,109288,2,1,Bachelors,Management,1,2,60,1
M,F,112840,2,2,Bachelors,Management,1,0,61,1
S,M,85398,0,0,High School,Clerical,0,1,32,1
M,M,57920,2,0,Partial High School,Skilled Manual,1,2,50,1
S,M,103322,0,0,Partial College,Management,1,0,51,1
S,M,81528,0,0,Bachelors,Clerical,0,2,36,1
M,F,51096,2,1,Partial College,Skilled Manual,1,1,62,1
S,F,81293,0,0,Partial College,Clerical,1,3,43,1
M,F,56583,2,0,Bachelors,Skilled Manual,0,2,34,1
M,F,103060,2,0,Bachelors,Management,1,3,41,1
S,M,58992,1,1,Partial College,Skilled Manual,1,1,62,1
M,M,62240,1,0,Graduate Degree,Skilled Manual,1,1,39,1
M,F,77550,2,1,Partial College,Clerical,1,2,49,1
S,F,53687,1,1,Partial College,Skilled Manual,1,2,75,1
M,M,85152,2,1,Partial College,Clerical,1,2,51,1
S,M,27881,0,0,Partial High School,Manual,0,0,51,1
S,M,26422,0,0,Bachelors,Manual,0,0,39,1
S,M,80039,0,0,Partial College,Clerical,0,2,25,1
M,M,53659,2,1,Partial College,Skilled Manual,1,2,59,1
S,M,60071,0,0,Graduate Degree,Skilled Manual,0,2,42,1
S,M,106628,0,0,Bachelors,Management,1,0,44,1
S,M,54163,0,0,Partial High School,Skilled Manual,0,2,39,1
S,F,61590,0,0,High School,Skilled Manual,0,2,39,1
S,M,36431,0,0,Bachelors,Manual,0,1,37,1
M,M,87877,2,1,Bachelors,Clerical,1,1,42,1
M,F,112877,2,2,Partial College,Management,1,2,45,1
M,F,79096,2,1,Bachelors,Clerical,1,3,58,1
M,M,105264,1,1,Bachelors,Management,1,1,32,1
S,M,26000,0,0,Partial High School,Manual,0,1,32,1
S,F,79305,0,0,Bachelors,Clerical,0,0,40,1
S,M,83114,0,0,Bachelors,Clerical,0,1,24,1
S,F,53021,0,0,Graduate Degree,Skilled Manual,0,1,36,1
M,M,26427,1,1,Partial College,Manual,1,1,43,1
S,M,54614,0,0,High School,Skilled Manual,0,1,31,1
M,F,56016,2,1,High School,Skilled Manual,1,2,49,1
M,F,28517,2,0,Partial College,Manual,1,1,68,1
S,F,102514,0,0,Graduate Degree,Management,0,3,36,1
M,F,79233,0,0,Bachelors,Clerical,0,2,29,1
M,F,50924,2,0,Partial College,Skilled Manual,1,1,54,1
M,F,35706,2,1,Bachelors,Manual,1,0,51,1
S,M,36642,0,0,Partial High School,Manual,0,1,32,1
M,M,85831,2,2,High School,Clerical,1,1,57,1
S,M,107721,0,0,Graduate Degree,Management,1,2,52,1
S,F,61413,0,0,High School,Skilled Manual,0,2,30,1
M,M,33784,0,0,Partial High School,Manual,0,0,31,1
M,M,58290,2,0,High School,Skilled Manual,1,1,60,1
M,F,61571,0,0,High School,Skilled Manual,0,0,26,1
M,F,61577,2,0,Bachelors,Skilled Manual,1,1,58,1
M,F,36536,2,0,Partial College,Manual,1,1,50,1
S,M,129603,0,0,Bachelors,Professional,0,2,29,1
S,F,54128,0,0,Partial College,Skilled Manual,0,2,45,1
M,M,84256,1,1,Graduate Degree,Clerical,1,2,44,1
S,F,60800,0,0,Graduate Degree,Skilled Manual,0,1,33,1
S,M,25601,0,0,Partial High School,Manual,0,0,27,1
M,F,79201,0,0,Partial College,Clerical,0,1,25,1
M,F,131510,0,0,Graduate Degree,Professional,1,2,45,1
S,F,30231,0,0,Bachelors,Manual,0,0,38,1
S,F,54845,0,0,Partial High School,Skilled Manual,1,1,48,1
M,M,53282,2,1,Bachelors,Skilled Manual,1,1,62,1
S,M,79453,1,0,Partial College,Clerical,1,3,70,1
M,F,61134,2,0,Bachelors,Skilled Manual,1,2,58,1
M,M,29761,1,1,Partial College,Manual,1,0,44,1
M,F,78681,2,1,Partial College,Clerical,1,1,42,1
M,M,137873,2,1,Bachelors,Professional,1,4,40,1
M,M,60322,2,1,High School,Skilled Manual,1,1,54,1
S,F,112715,0,0,Partial College,Management,1,1,45,1
S,F,57582,0,0,Partial College,Skilled Manual,1,0,52,1
M,F,130834,1,0,Graduate Degree,Professional,1,1,32,1
S,M,56702,0,0,High School,Skilled Manual,0,2,32,1
M,M,52184,2,1,Bachelors,Skilled Manual,1,0,62,1
S,M,132416,0,0,Bachelors,Professional,1,2,37,1
M,F,51346,2,1,High School,Skilled Manual,1,2,53,1
M,F,86646,0,0,High School,Clerical,0,3,28,1
S,F,34749,0,0,Graduate Degree,Manual,0,1,45,1
S,F,61346,0,0,Bachelors,Skilled Manual,0,2,40,1
M,F,61257,1,0,Graduate Degree,Skilled Manual,1,1,39,1
S,F,81315,0,0,Bachelors,Clerical,0,1,42,1
S,F,101869,0,0,Bachelors,Management,1,0,40,1
S,M,55932,0,0,Partial College,Skilled Manual,0,1,30,1
M,F,29355,2,0,Bachelors,Manual,0,1,41,1
S,F,103328,0,0,Graduate Degree,Management,1,2,46,1
S,F,129532,0,0,Bachelors,Professional,1,0,42,1
M,M,56621,2,1,Bachelors,Skilled Manual,1,1,44,1
M,F,61022,0,0,High School,Skilled Manual,0,2,32,1
M,F,105071,0,0,Bachelors,Management,1,3,31,1
M,M,79612,2,1,Graduate Degree,Clerical,1,1,66,1
S,M,78999,0,0,Bachelors,Clerical,0,1,29,1
S,M,52464,0,0,Partial High School,Skilled Manual,1,1,48,1
S,F,81449,0,0,Bachelors,Clerical,0,0,36,1
S,M,59487,0,0,High School,Skilled Manual,0,2,33,1
S,F,58395,0,0,Partial High School,Skilled Manual,0,1,28,1
S,F,26746,0,0,Partial High School,Manual,0,0,33,1
S,M,110716,0,0,Bachelors,Management,0,3,29,1
S,F,35315,0,0,Partial High School,Manual,1,0,55,1
S,M,61847,0,0,Partial College,Skilled Manual,1,1,54,1
S,F,86993,0,0,Bachelors,Clerical,0,1,41,1
S,M,51821,0,0,Partial College,Skilled Manual,0,0,31,1
M,M,80529,0,0,High School,Clerical,0,3,26,1
S,M,59695,0,0,Graduate Degree,Skilled Manual,0,1,43,1
S,F,77779,0,0,Bachelors,Clerical,1,2,43,1
S,F,86556,0,0,Partial College,Clerical,0,0,25,1
M,M,33664,1,0,High School,Manual,1,1,48,1
M,M,85477,3,2,Bachelors,Clerical,1,0,73,1
M,F,57129,1,1,Partial College,Skilled Manual,1,1,44,1
S,M,56850,0,0,Partial College,Skilled Manual,0,0,27,1
S,F,76315,0,0,Partial College,Clerical,1,0,48,1
S,M,111087,0,0,Partial College,Management,0,2,30,1
S,F,106475,0,0,Partial College,Management,0,1,29,1
S,F,78318,0,0,Partial College,Clerical,1,3,43,1
M,M,28974,2,0,Bachelors,Manual,1,0,65,1
S,M,81813,0,0,High School,Clerical,0,3,28,1
S,F,56000,0,0,Partial College,Skilled Manual,0,0,45,1
S,F,108347,0,0,Partial College,Management,0,3,28,1
M,F,128003,0,0,Bachelors,Professional,1,2,35,1
S,F,52289,0,0,Partial College,Skilled Manual,0,1,29,1
M,F,32829,2,0,Partial College,Manual,1,1,56,1
M,M,87350,1,1,Bachelors,Clerical,1,2,39,1
S,F,56120,0,0,Partial High School,Skilled Manual,0,2,34,1
S,F,57869,0,0,High School,Skilled Manual,0,2,44,1
M,F,103352,2,0,Graduate Degree,Management,1,0,83,1
M,F,81417,2,2,High School,Clerical,1,2,61,1
S,F,79319,0,0,Partial College,Clerical,1,2,55,1
S,M,79749,0,0,Bachelors,Clerical,0,3,37,1
S,F,34085,0,0,Partial High School,Manual,0,0,39,1
M,F,58968,1,0,Partial College,Skilled Manual,1,0,47,1
S,M,57921,0,0,Bachelors,Skilled Manual,0,0,43,1
M,M,86315,2,1,Bachelors,Clerical,1,2,40,1
M,F,110737,0,0,Bachelors,Management,1,3,31,1
M,F,28581,2,1,Partial College,Manual,0,0,35,1
S,M,138875,0,0,Bachelors,Professional,1,3,45,1
M,M,108150,2,1,Bachelors,Management,1,3,57,1
M,F,51489,2,0,Graduate Degree,Skilled Manual,0,2,33,1
S,F,33895,0,0,Bachelors,Manual,0,0,37,1
S,F,61909,1,1,Partial College,Skilled Manual,1,2,66,1
M,F,51056,0,0,High School,Skilled Manual,0,1,29,1
S,F,55271,0,0,High School,Skilled Manual,0,0,37,1
S,M,109343,0,0,Bachelors,Management,1,1,42,1
M,M,32067,1,1,High School,Manual,1,1,49,1
S,M,55403,0,0,Bachelors,Skilled Manual,0,2,29,1
M,F,28528,1,1,Partial College,Manual,1,1,43,1
M,F,53851,2,2,Partial College,Skilled Manual,1,2,40,1
M,M,29193,1,1,Graduate Degree,Manual,0,1,35,1
S,F,51139,0,0,Partial High School,Skilled Manual,0,1,28,1
M,M,132445,2,1,Bachelors,Professional,1,3,65,1
S,F,52748,0,0,Bachelors,Skilled Manual,0,2,36,1
M,F,81043,2,1,Partial College,Clerical,1,1,35,1
M,M,32974,2,1,High School,Manual,1,0,49,1
M,M,52837,2,1,Graduate Degree,Skilled Manual,1,1,64,1
S,M,86254,0,0,Bachelors,Clerical,1,2,47,1
M,M,78740,0,0,High School,Clerical,0,2,25,1
M,M,57297,2,1,High School,Skilled Manual,1,0,54,1
S,F,86057,0,0,Partial College,Clerical,1,3,48,1
M,M,84946,2,1,Partial College,Clerical,1,3,55,1
M,M,58601,2,0,Bachelors,Skilled Manual,1,1,43,1
M,F,137199,1,0,Graduate Degree,Professional,1,1,38,1
S,F,76744,0,0,Partial College,Clerical,0,2,31,1
S,F,77997,0,0,Partial College,Clerical,0,3,32,1
M,M,138711,2,1,Bachelors,Professional,1,2,40,1
M,F,30069,0,0,High School,Manual,0,1,27,1
S,F,134538,0,0,Bachelors,Professional,1,1,41,1
S,F,82493,0,0,Graduate Degree,Clerical,0,2,38,1
M,F,58145,1,0,Graduate Degree,Skilled Manual,1,2,39,1
S,M,61630,0,0,High School,Skilled Manual,0,2,38,1
M,M,133084,2,1,Bachelors,Professional,1,1,33,1
M,M,27803,0,0,Partial College,Manual,0,0,32,1
S,M,77381,0,0,Graduate Degree,Clerical,0,1,36,1
M,F,109617,0,0,Graduate Degree,Management,1,3,35,1
S,M,80067,0,0,Partial College,Clerical,0,1,28,1
S,M,33791,0,0,Bachelors,Manual,0,1,37,1
S,M,29306,0,0,Partial College,Manual,0,1,49,1
S,F,59409,0,0,Bachelors,Skilled Manual,0,1,38,1
S,M,111475,0,0,Bachelors,Management,1,3,52,1
S,F,34688,0,0,High School,Manual,1,0,53,1
M,M,33082,1,1,Partial High School,Manual,0,0,41,1
M,F,26936,2,2,Partial College,Manual,1,0,57,1
S,M,61404,0,0,Bachelors,Skilled Manual,0,2,33,1
S,M,62184,0,0,High School,Skilled Manual,1,2,53,1
S,M,128737,1,0,Graduate Degree,Professional,1,2,69,1
S,F,81041,0,0,High School,Clerical,0,1,26,1
M,F,54515,2,0,High School,Skilled Manual,1,2,52,1
M,M,36293,1,0,High School,Manual,0,0,35,1
S,F,52323,0,0,Graduate Degree,Skilled Manual,0,1,40,1
M,F,84952,2,1,Partial College,Clerical,1,1,53,1
S,M,86495,0,0,Bachelors,Clerical,0,1,26,1
S,M,58597,0,0,High School,Skilled Manual,0,0,40,1
S,F,29541,0,0,Partial High School,Manual,0,0,49,1
S,F,57154,0,0,Graduate Degree,Skilled Manual,0,1,36,1
S,F,56977,0,0,Bachelors,Skilled Manual,0,0,44,1
S,M,30425,0,0,Partial College,Manual,0,1,34,1
M,M,28472,0,0,Bachelors,Manual,0,0,30,1
S,F,51351,0,0,Bachelors,Skilled Manual,0,1,46,1
S,F,56142,0,0,Bachelors,Skilled Manual,0,1,42,1
S,F,84367,0,0,Partial College,Clerical,1,0,54,1
S,F,79123,0,0,Partial College,Clerical,1,0,54,1
M,F,129956,0,0,Graduate Degree,Professional,1,3,39,1
S,M,56726,0,0,Partial High School,Skilled Manual,0,0,33,1
M,M,35325,2,2,Bachelors,Manual,0,1,35,1
S,M,130395,0,0,Bachelors,Professional,1,1,40,1
S,M,54220,0,0,Graduate Degree,Skilled Manual,0,0,38,1
M,M,57696,1,0,Partial College,Skilled Manual,1,1,54,1
M,F,102475,2,2,Partial College,Management,1,2,43,1
M,F,78668,2,1,Graduate Degree,Clerical,1,2,66,1
S,F,59959,0,0,Partial College,Skilled Manual,0,1,44,1
S,M,83348,0,0,Graduate Degree,Clerical,0,2,39,1
M,F,104116,1,1,Partial College,Management,1,2,37,1
S,M,53785,0,0,Partial College,Skilled Manual,0,2,27,1
M,F,76743,2,1,Partial College,Clerical,1,2,53,1
S,F,56536,0,0,High School,Skilled Manual,0,1,27,1
S,M,61436,0,0,Partial High School,Skilled Manual,0,1,38,1
M,M,51929,2,1,Partial High School,Skilled Manual,1,1,40,1
S,F,27655,0,0,Partial High School,Manual,0,1,49,1
S,F,51294,1,1,Partial College,Skilled Manual,1,1,57,1
M,F,111512,2,1,Bachelors,Management,1,1,47,1
S,M,52912,0,0,High School,Skilled Manual,0,1,35,1
M,M,105576,0,0,Bachelors,Management,0,1,26,1
M,F,134335,1,0,Graduate Degree,Professional,1,0,45,1
S,F,85734,0,0,Bachelors,Clerical,1,3,43,1
S,M,59078,0,0,High School,Skilled Manual,1,2,48,1
M,F,82870,1,0,Partial College,Clerical,1,2,43,1
M,F,106518,0,0,Partial College,Management,1,2,31,1
M,F,51941,2,0,Partial High School,Skilled Manual,1,0,50,1
M,F,102598,1,0,Graduate Degree,Management,1,1,33,1
M,M,52068,2,0,Bachelors,Skilled Manual,1,2,67,1
S,F,86079,0,0,High School,Clerical,0,3,41,1
M,M,109111,0,0,Graduate Degree,Management,1,3,35,1
S,M,128325,0,0,Graduate Degree,Professional,1,1,34,1
M,M,61747,2,1,Partial High School,Skilled Manual,1,1,58,1
M,F,52798,2,0,High School,Skilled Manual,1,2,50,1
S,M,62290,0,0,Partial College,Skilled Manual,0,0,40,1
M,M,34685,2,0,Partial College,Manual,1,1,44,1
M,F,25745,2,2,High School,Manual,1,1,50,1
M,F,35574,2,1,Partial High School,Manual,1,1,54,1
S,F,36527,0,0,High School,Manual,0,0,41,1
S,M,84878,1,1,Graduate Degree,Clerical,1,2,68,1
S,M,59179,0,0,Partial High School,Skilled Manual,0,2,24,1
M,M,112531,2,0,Partial College,Management,1,2,48,1
M,F,107025,1,1,Partial College,Management,1,3,50,1
M,F,111098,2,0,Bachelors,Management,1,1,61,1
S,M,34765,0,0,Bachelors,Manual,0,0,40,1
S,F,55647,0,0,Bachelors,Skilled Manual,0,1,38,1
M,M,62213,2,1,Partial College,Skilled Manual,1,1,51,1
M,F,34242,1,1,High School,Manual,0,0,33,1
S,M,106299,0,0,Bachelors,Management,0,1,32,1
S,F,84730,1,0,Bachelors,Clerical,1,2,66,1
M,F,25658,1,0,Graduate Degree,Manual,0,0,39,1
M,F,26760,2,1,Partial College,Manual,1,0,43,1
S,M,60186,0,0,High School,Skilled Manual,0,2,29,1
S,M,29771,0,0,Partial College,Manual,0,0,43,1
M,M,55909,2,1,Partial College,Skilled Manual,1,2,55,1
M,M,57747,0,0,Partial College,Skilled Manual,0,0,28,1
S,M,76739,0,0,Partial College,Clerical,1,1,45,1
M,M,35614,2,0,Partial High School,Manual,1,1,52,1
S,F,60852,0,0,Partial College,Skilled Manual,0,1,34,1
S,F,80496,0,0,Partial College,Clerical,0,3,40,1
M,F,86430,2,1,High School,Clerical,1,2,61,1
S,M,58843,0,0,High School,Skilled Manual,0,1,29,1
M,M,34928,2,0,High School,Manual,1,1,45,1
M,M,29130,1,0,Partial High School,Manual,0,0,41,1
M,F,137398,0,0,Graduate Degree,Professional,1,2,38,1
M,F,36594,2,2,Partial College,Manual,0,1,40,1
S,F,52723,0,0,Partial College,Skilled Manual,1,2,51,1
M,F,56650,2,2,Bachelors,Skilled Manual,1,1,62,1
M,M,82645,1,1,Graduate Degree,Clerical,1,1,36,1
M,M,55672,1,1,Graduate Degree,Skilled Manual,0,1,33,1
M,M,55646,2,0,Partial High School,Skilled Manual,1,0,55,1
S,F,29263,0,0,Partial High School,Manual,0,1,31,1
M,F,107337,2,2,Graduate Degree,Management,1,2,39,1
M,F,111765,2,0,Bachelors,Management,1,3,41,1
M,M,54482,2,1,High School,Skilled Manual,1,0,51,1
S,F,29850,0,0,Bachelors,Manual,0,0,31,1
M,F,105478,0,0,Bachelors,Management,1,2,41,1
S,F,52033,0,0,Bachelors,Skilled Manual,0,2,36,1
S,M,79378,0,0,Bachelors,Clerical,0,3,39,1
M,F,78933,2,1,Graduate Degree,Clerical,1,0,45,1
M,M,54674,2,1,Partial College,Skilled Manual,1,1,49,1
S,M,33966,0,0,Bachelors,Manual,0,0,42,1
S,M,33966,0,0,Bachelors,Manual,0,0,42,1
M,M,51799,1,0,Bachelors,Skilled Manual,1,2,42,1
